FTIR Spectrum of Ammonia Molecule,
Wavenumber (cm-1),% of Transmittance
1146.52,9.94E+01
1146.58,9.95E+01
1146.64,9.95E+01
1146.7,9.95E+01
1146.76,9.94E+01
1146.82,9.94E+01
1146.88,9.93E+01
1146.94,9.91E+01
1147,9.89E+01
1147.06,9.87E+01
1147.13,9.84E+01
1147.19,9.80E+01
1147.25,9.75E+01
1147.31,9.70E+01
1147.37,9.66E+01
1147.43,9.62E+01
1147.49,9.60E+01
1147.55,9.60E+01
1147.61,9.62E+01
1147.67,9.66E+01
1147.73,9.70E+01
1147.79,9.75E+01
1147.85,9.80E+01
1147.91,9.84E+01
1147.97,9.88E+01
1148.03,9.90E+01
1148.09,9.92E+01
1148.15,9.93E+01
1148.21,9.94E+01
1148.27,9.94E+01
1148.33,9.94E+01
1148.39,9.95E+01
1148.45,9.96E+01
1148.51,9.96E+01
1148.57,9.97E+01
1148.63,9.97E+01
1148.69,9.97E+01
1148.75,9.97E+01
1148.81,9.97E+01
1148.87,9.97E+01
1148.93,9.96E+01
1148.99,9.96E+01
1149.05,9.96E+01
1149.11,9.96E+01
1149.17,9.95E+01
1149.23,9.95E+01
1149.29,9.95E+01
1149.35,9.95E+01
1149.42,9.95E+01
1149.48,9.95E+01
1149.54,9.95E+01
1149.6,9.95E+01
1149.66,9.95E+01
1149.72,9.95E+01
1149.78,9.94E+01
1149.84,9.93E+01
1149.9,9.92E+01
1149.96,9.90E+01
1150.02,9.88E+01
1150.08,9.85E+01
1150.14,9.80E+01
1150.2,9.76E+01
1150.26,9.71E+01
1150.32,9.66E+01
1150.38,9.63E+01
1150.44,9.61E+01
1150.5,9.61E+01
1150.56,9.63E+01
1150.62,9.67E+01
1150.68,9.72E+01
1150.74,9.77E+01
1150.8,9.82E+01
1150.86,9.86E+01
1150.92,9.89E+01
1150.98,9.92E+01
1151.04,9.93E+01
1151.1,9.94E+01
1151.16,9.94E+01
1151.22,9.94E+01
1151.28,9.95E+01
1151.34,9.95E+01
1151.4,9.95E+01
1151.46,9.96E+01
1151.52,9.96E+01
1151.58,9.96E+01
1151.65,9.96E+01
1151.71,9.95E+01
1151.77,9.95E+01
1151.83,9.95E+01
1151.89,9.95E+01
1151.95,9.94E+01
1152.01,9.93E+01
1152.07,9.92E+01
1152.13,9.91E+01
1152.19,9.90E+01
1152.25,9.88E+01
1152.31,9.85E+01
1152.37,9.82E+01
1152.43,9.77E+01
1152.49,9.70E+01
1152.55,9.62E+01
1152.61,9.53E+01
1152.67,9.44E+01
1152.73,9.37E+01
1152.79,9.32E+01
1152.85,9.30E+01
1152.91,9.32E+01
1152.97,9.37E+01
1153.03,9.45E+01
1153.09,9.54E+01
1153.15,9.64E+01
1153.21,9.72E+01
1153.27,9.78E+01
1153.33,9.83E+01
1153.39,9.86E+01
1153.45,9.88E+01
1153.51,9.89E+01
1153.57,9.90E+01
1153.63,9.91E+01
1153.69,9.91E+01
1153.75,9.91E+01
1153.81,9.92E+01
1153.88,9.92E+01
1153.94,9.92E+01
1154,9.92E+01
1154.06,9.92E+01
1154.12,9.91E+01
1154.18,9.90E+01
1154.24,9.89E+01
1154.3,9.87E+01
1154.36,9.84E+01
1154.42,9.80E+01
1154.48,9.76E+01
1154.54,9.71E+01
1154.6,9.67E+01
1154.66,9.65E+01
1154.72,9.63E+01
1154.78,9.64E+01
1154.84,9.66E+01
1154.9,9.70E+01
1154.96,9.74E+01
1155.02,9.79E+01
1155.08,9.83E+01
1155.14,9.86E+01
1155.2,9.89E+01
1155.26,9.90E+01
1155.32,9.91E+01
1155.38,9.92E+01
1155.44,9.92E+01
1155.5,9.92E+01
1155.56,9.92E+01
1155.62,9.91E+01
1155.68,9.90E+01
1155.74,9.88E+01
1155.8,9.86E+01
1155.86,9.82E+01
1155.92,9.77E+01
1155.98,9.72E+01
1156.04,9.67E+01
1156.1,9.62E+01
1156.17,9.58E+01
1156.23,9.56E+01
1156.29,9.56E+01
1156.35,9.57E+01
1156.41,9.59E+01
1156.47,9.62E+01
1156.53,9.65E+01
1156.59,9.69E+01
1156.65,9.71E+01
1156.71,9.73E+01
1156.77,9.74E+01
1156.83,9.73E+01
1156.89,9.70E+01
1156.95,9.66E+01
1157.01,9.59E+01
1157.07,9.50E+01
1157.13,9.42E+01
1157.19,9.34E+01
1157.25,9.29E+01
1157.31,9.26E+01
1157.37,9.27E+01
1157.43,9.32E+01
1157.49,9.38E+01
1157.55,9.45E+01
1157.61,9.51E+01
1157.67,9.54E+01
1157.73,9.55E+01
1157.79,9.52E+01
1157.85,9.47E+01
1157.91,9.41E+01
1157.97,9.34E+01
1158.03,9.27E+01
1158.09,9.19E+01
1158.15,9.10E+01
1158.21,8.98E+01
1158.27,8.83E+01
1158.33,8.62E+01
1158.4,8.35E+01
1158.46,8.00E+01
1158.52,7.57E+01
1158.58,7.08E+01
1158.64,6.54E+01
1158.7,5.98E+01
1158.76,5.45E+01
1158.82,5.02E+01
1158.88,4.74E+01
1158.94,4.65E+01
1159,4.77E+01
1159.06,5.10E+01
1159.12,5.60E+01
1159.18,6.20E+01
1159.24,6.86E+01
1159.3,7.49E+01
1159.36,8.06E+01
1159.42,8.53E+01
1159.48,8.90E+01
1159.54,9.18E+01
1159.6,9.37E+01
1159.66,9.51E+01
1159.72,9.60E+01
1159.78,9.67E+01
1159.84,9.72E+01
1159.9,9.76E+01
1159.96,9.78E+01
1160.02,9.80E+01
1160.08,9.82E+01
1160.14,9.83E+01
1160.2,9.85E+01
1160.26,9.86E+01
1160.32,9.87E+01
1160.38,9.87E+01
1160.44,9.88E+01
1160.5,9.89E+01
1160.56,9.89E+01
1160.63,9.90E+01
1160.69,9.91E+01
1160.75,9.91E+01
1160.81,9.91E+01
1160.87,9.91E+01
1160.93,9.90E+01
1160.99,9.89E+01
1161.05,9.88E+01
1161.11,9.86E+01
1161.17,9.84E+01
1161.23,9.82E+01
1161.29,9.80E+01
1161.35,9.78E+01
1161.41,9.76E+01
1161.47,9.76E+01
1161.53,9.76E+01
1161.59,9.78E+01
1161.65,9.81E+01
1161.71,9.84E+01
1161.77,9.86E+01
1161.83,9.89E+01
1161.89,9.91E+01
1161.95,9.92E+01
1162.01,9.93E+01
1162.07,9.94E+01
1162.13,9.94E+01
1162.19,9.94E+01
1162.25,9.95E+01
1162.31,9.95E+01
1162.37,9.95E+01
1162.43,9.95E+01
1162.49,9.95E+01
1162.55,9.95E+01
1162.61,9.96E+01
1162.67,9.96E+01
1162.73,9.97E+01
1162.79,9.97E+01
1162.85,9.97E+01
1162.92,9.97E+01
1162.98,9.97E+01
1163.04,9.97E+01
1163.1,9.97E+01
1163.16,9.97E+01
1163.22,9.97E+01
1163.28,9.97E+01
1163.34,9.96E+01
1163.4,9.96E+01
1163.46,9.96E+01
1163.52,9.96E+01
1163.58,9.97E+01
1163.64,9.97E+01
1163.7,9.97E+01
1163.76,9.97E+01
1163.82,9.98E+01
1163.88,9.98E+01
1163.94,9.97E+01
1164,9.97E+01
1164.06,9.97E+01
1164.12,9.97E+01
1164.18,9.97E+01
1164.24,9.96E+01
1164.3,9.96E+01
1164.36,9.96E+01
1164.42,9.96E+01
1164.48,9.96E+01
1164.54,9.96E+01
1164.6,9.96E+01
1164.66,9.96E+01
1164.72,9.96E+01
1164.78,9.95E+01
1164.84,9.95E+01
1164.9,9.94E+01
1164.96,9.92E+01
1165.02,9.90E+01
1165.08,9.87E+01
1165.15,9.83E+01
1165.21,9.78E+01
1165.27,9.72E+01
1165.33,9.67E+01
1165.39,9.63E+01
1165.45,9.61E+01
1165.51,9.60E+01
1165.57,9.62E+01
1165.63,9.65E+01
1165.69,9.70E+01
1165.75,9.75E+01
1165.81,9.80E+01
1165.87,9.85E+01
1165.93,9.89E+01
1165.99,9.92E+01
1166.05,9.93E+01
1166.11,9.94E+01
1166.17,9.95E+01
1166.23,9.95E+01
1166.29,9.95E+01
1166.35,9.96E+01
1166.41,9.96E+01
1166.47,9.96E+01
1166.53,9.96E+01
1166.59,9.97E+01
1166.65,9.97E+01
1166.71,9.97E+01
1166.77,9.98E+01
1166.83,9.98E+01
1166.89,9.98E+01
1166.95,9.98E+01
1167.01,9.98E+01
1167.07,9.98E+01
1167.13,9.98E+01
1167.19,9.97E+01
1167.25,9.97E+01
1167.31,9.97E+01
1167.37,9.97E+01
1167.44,9.97E+01
1167.5,9.97E+01
1167.56,9.97E+01
1167.62,9.97E+01
1167.68,9.97E+01
1167.74,9.98E+01
1167.8,9.98E+01
1167.86,9.98E+01
1167.92,9.98E+01
1167.98,9.98E+01
1168.04,9.97E+01
1168.1,9.97E+01
1168.16,9.96E+01
1168.22,9.95E+01
1168.28,9.94E+01
1168.34,9.92E+01
1168.4,9.91E+01
1168.46,9.89E+01
1168.52,9.86E+01
1168.58,9.84E+01
1168.64,9.82E+01
1168.7,9.81E+01
1168.76,9.80E+01
1168.82,9.81E+01
1168.88,9.82E+01
1168.94,9.85E+01
1169,9.87E+01
1169.06,9.89E+01
1169.12,9.91E+01
1169.18,9.93E+01
1169.24,9.94E+01
1169.3,9.95E+01
1169.36,9.96E+01
1169.42,9.96E+01
1169.48,9.97E+01
1169.54,9.97E+01
1169.6,9.97E+01
1169.67,9.97E+01
1169.73,9.98E+01
1169.79,9.98E+01
1169.85,9.99E+01
1169.91,9.99E+01
1169.97,9.99E+01
1170.03,9.99E+01
1170.09,9.99E+01
1170.15,9.98E+01
1170.21,9.98E+01
1170.27,9.98E+01
1170.33,9.97E+01
1170.39,9.97E+01
1170.45,9.97E+01
1170.51,9.97E+01
1170.57,9.97E+01
1170.63,9.97E+01
1170.69,9.97E+01
1170.75,9.97E+01
1170.81,9.97E+01
1170.87,9.97E+01
1170.93,9.97E+01
1170.99,9.95E+01
1171.05,9.94E+01
1171.11,9.91E+01
1171.17,9.89E+01
1171.23,9.86E+01
1171.29,9.84E+01
1171.35,9.82E+01
1171.41,9.81E+01
1171.47,9.81E+01
1171.53,9.81E+01
1171.59,9.83E+01
1171.65,9.86E+01
1171.71,9.88E+01
1171.77,9.91E+01
1171.83,9.93E+01
1171.89,9.95E+01
1171.96,9.96E+01
1172.02,9.96E+01
1172.08,9.96E+01
1172.14,9.97E+01
1172.2,9.96E+01
1172.26,9.96E+01
1172.32,9.96E+01
1172.38,9.96E+01
1172.44,9.96E+01
1172.5,9.95E+01
1172.56,9.95E+01
1172.62,9.95E+01
1172.68,9.95E+01
1172.74,9.95E+01
1172.8,9.94E+01
1172.86,9.93E+01
1172.92,9.92E+01
1172.98,9.90E+01
1173.04,9.87E+01
1173.1,9.83E+01
1173.16,9.79E+01
1173.22,9.75E+01
1173.28,9.70E+01
1173.34,9.65E+01
1173.4,9.61E+01
1173.46,9.59E+01
1173.52,9.58E+01
1173.58,9.59E+01
1173.64,9.62E+01
1173.7,9.66E+01
1173.76,9.72E+01
1173.82,9.77E+01
1173.88,9.82E+01
1173.94,9.86E+01
1174,9.89E+01
1174.06,9.91E+01
1174.12,9.92E+01
1174.19,9.92E+01
1174.25,9.92E+01
1174.31,9.92E+01
1174.37,9.91E+01
1174.43,9.90E+01
1174.49,9.90E+01
1174.55,9.90E+01
1174.61,9.90E+01
1174.67,9.91E+01
1174.73,9.91E+01
1174.79,9.92E+01
1174.85,9.92E+01
1174.91,9.91E+01
1174.97,9.89E+01
1175.03,9.87E+01
1175.09,9.85E+01
1175.15,9.83E+01
1175.21,9.82E+01
1175.27,9.81E+01
1175.33,9.80E+01
1175.39,9.81E+01
1175.45,9.82E+01
1175.51,9.83E+01
1175.57,9.85E+01
1175.63,9.86E+01
1175.69,9.87E+01
1175.75,9.88E+01
1175.81,9.88E+01
1175.87,9.88E+01
1175.93,9.87E+01
1175.99,9.85E+01
1176.05,9.84E+01
1176.11,9.81E+01
1176.17,9.78E+01
1176.23,9.74E+01
1176.29,9.68E+01
1176.35,9.60E+01
1176.42,9.51E+01
1176.48,9.38E+01
1176.54,9.22E+01
1176.6,9.01E+01
1176.66,8.75E+01
1176.72,8.43E+01
1176.78,8.08E+01
1176.84,7.72E+01
1176.9,7.38E+01
1176.96,7.10E+01
1177.02,6.93E+01
1177.08,6.90E+01
1177.14,6.99E+01
1177.2,7.20E+01
1177.26,7.50E+01
1177.32,7.84E+01
1177.38,8.18E+01
1177.44,8.50E+01
1177.5,8.78E+01
1177.56,9.00E+01
1177.62,9.19E+01
1177.68,9.34E+01
1177.74,9.46E+01
1177.8,9.57E+01
1177.86,9.65E+01
1177.92,9.71E+01
1177.98,9.75E+01
1178.04,9.76E+01
1178.1,9.77E+01
1178.16,9.76E+01
1178.22,9.75E+01
1178.28,9.74E+01
1178.34,9.73E+01
1178.4,9.72E+01
1178.46,9.71E+01
1178.52,9.71E+01
1178.58,9.70E+01
1178.64,9.71E+01
1178.71,9.73E+01
1178.77,9.75E+01
1178.83,9.78E+01
1178.89,9.82E+01
1178.95,9.85E+01
1179.01,9.88E+01
1179.07,9.91E+01
1179.13,9.93E+01
1179.19,9.94E+01
1179.25,9.95E+01
1179.31,9.95E+01
1179.37,9.95E+01
1179.43,9.95E+01
1179.49,9.95E+01
1179.55,9.95E+01
1179.61,9.95E+01
1179.67,9.96E+01
1179.73,9.96E+01
1179.79,9.97E+01
1179.85,9.97E+01
1179.91,9.98E+01
1179.97,9.98E+01
1180.03,9.98E+01
1180.09,9.98E+01
1180.15,9.98E+01
1180.21,9.98E+01
1180.27,9.98E+01
1180.33,9.98E+01
1180.39,9.98E+01
1180.45,9.98E+01
1180.51,9.97E+01
1180.57,9.97E+01
1180.63,9.97E+01
1180.69,9.97E+01
1180.75,9.98E+01
1180.81,9.98E+01
1180.87,9.98E+01
1180.94,9.98E+01
1181,9.99E+01
1181.06,9.99E+01
1181.12,9.99E+01
1181.18,9.99E+01
1181.24,9.99E+01
1181.3,9.98E+01
1181.36,9.98E+01
1181.42,9.98E+01
1181.48,9.98E+01
1181.54,9.97E+01
1181.6,9.97E+01
1181.66,9.97E+01
1181.72,9.97E+01
1181.78,9.97E+01
1181.84,9.98E+01
1181.9,9.98E+01
1181.96,9.98E+01
1182.02,9.98E+01
1182.08,9.99E+01
1182.14,9.99E+01
1182.2,9.98E+01
1182.26,9.98E+01
1182.32,9.98E+01
1182.38,9.98E+01
1182.44,9.97E+01
1182.5,9.97E+01
1182.56,9.96E+01
1182.62,9.96E+01
1182.68,9.96E+01
1182.74,9.96E+01
1182.8,9.95E+01
1182.86,9.94E+01
1182.92,9.94E+01
1182.98,9.93E+01
1183.04,9.92E+01
1183.1,9.91E+01
1183.16,9.91E+01
1183.23,9.91E+01
1183.29,9.92E+01
1183.35,9.92E+01
1183.41,9.93E+01
1183.47,9.94E+01
1183.53,9.95E+01
1183.59,9.96E+01
1183.65,9.97E+01
1183.71,9.97E+01
1183.77,9.98E+01
1183.83,9.98E+01
1183.89,9.98E+01
1183.95,9.99E+01
1184.01,9.99E+01
1184.07,9.99E+01
1184.13,9.99E+01
1184.19,9.99E+01
1184.25,9.99E+01
1184.31,9.99E+01
1184.37,9.99E+01
1184.43,9.99E+01
1184.49,9.98E+01
1184.55,9.98E+01
1184.61,9.98E+01
1184.67,9.98E+01
1184.73,9.98E+01
1184.79,9.98E+01
1184.85,9.98E+01
1184.91,9.99E+01
1184.97,9.99E+01
1185.03,9.99E+01
1185.09,9.99E+01
1185.15,9.99E+01
1185.21,9.99E+01
1185.27,9.99E+01
1185.33,9.99E+01
1185.39,9.99E+01
1185.46,9.99E+01
1185.52,9.98E+01
1185.58,9.98E+01
1185.64,9.98E+01
1185.7,9.98E+01
1185.76,9.98E+01
1185.82,9.98E+01
1185.88,9.98E+01
1185.94,9.98E+01
1186,9.98E+01
1186.06,9.98E+01
1186.12,9.98E+01
1186.18,9.98E+01
1186.24,9.97E+01
1186.3,9.96E+01
1186.36,9.94E+01
1186.42,9.92E+01
1186.48,9.90E+01
1186.54,9.87E+01
1186.6,9.85E+01
1186.66,9.83E+01
1186.72,9.81E+01
1186.78,9.80E+01
1186.84,9.81E+01
1186.9,9.82E+01
1186.96,9.84E+01
1187.02,9.87E+01
1187.08,9.89E+01
1187.14,9.92E+01
1187.2,9.94E+01
1187.26,9.95E+01
1187.32,9.96E+01
1187.38,9.97E+01
1187.44,9.97E+01
1187.5,9.97E+01
1187.56,9.97E+01
1187.62,9.97E+01
1187.68,9.97E+01
1187.75,9.98E+01
1187.81,9.98E+01
1187.87,9.98E+01
1187.93,9.98E+01
1187.99,9.99E+01
1188.05,9.99E+01
1188.11,9.99E+01
1188.17,9.99E+01
1188.23,9.99E+01
1188.29,9.99E+01
1188.35,9.99E+01
1188.41,9.99E+01
1188.47,9.98E+01
1188.53,9.98E+01
1188.59,9.98E+01
1188.65,9.98E+01
1188.71,9.98E+01
1188.77,9.98E+01
1188.83,9.98E+01
1188.89,9.98E+01
1188.95,9.98E+01
1189.01,9.98E+01
1189.07,9.98E+01
1189.13,9.98E+01
1189.19,9.98E+01
1189.25,9.97E+01
1189.31,9.96E+01
1189.37,9.95E+01
1189.43,9.93E+01
1189.49,9.91E+01
1189.55,9.90E+01
1189.61,9.88E+01
1189.67,9.87E+01
1189.73,9.87E+01
1189.79,9.87E+01
1189.85,9.89E+01
1189.91,9.90E+01
1189.98,9.92E+01
1190.04,9.94E+01
1190.1,9.95E+01
1190.16,9.96E+01
1190.22,9.97E+01
1190.28,9.98E+01
1190.34,9.98E+01
1190.4,9.98E+01
1190.46,9.98E+01
1190.52,9.98E+01
1190.58,9.97E+01
1190.64,9.97E+01
1190.7,9.97E+01
1190.76,9.97E+01
1190.82,9.97E+01
1190.88,9.98E+01
1190.94,9.98E+01
1191,9.99E+01
1191.06,9.99E+01
1191.12,9.99E+01
1191.18,9.99E+01
1191.24,9.99E+01
1191.3,9.99E+01
1191.36,9.99E+01
1191.42,9.99E+01
1191.48,9.98E+01
1191.54,9.98E+01
1191.6,9.97E+01
1191.66,9.97E+01
1191.72,9.96E+01
1191.78,9.95E+01
1191.84,9.95E+01
1191.9,9.94E+01
1191.96,9.93E+01
1192.02,9.93E+01
1192.08,9.93E+01
1192.14,9.94E+01
1192.2,9.94E+01
1192.27,9.95E+01
1192.33,9.96E+01
1192.39,9.96E+01
1192.45,9.97E+01
1192.51,9.97E+01
1192.57,9.97E+01
1192.63,9.97E+01
1192.69,9.97E+01
1192.75,9.97E+01
1192.81,9.97E+01
1192.87,9.97E+01
1192.93,9.97E+01
1192.99,9.97E+01
1193.05,9.97E+01
1193.11,9.97E+01
1193.17,9.97E+01
1193.23,9.97E+01
1193.29,9.97E+01
1193.35,9.96E+01
1193.41,9.96E+01
1193.47,9.95E+01
1193.53,9.94E+01
1193.59,9.92E+01
1193.65,9.91E+01
1193.71,9.89E+01
1193.77,9.87E+01
1193.83,9.85E+01
1193.89,9.83E+01
1193.95,9.82E+01
1194.01,9.81E+01
1194.07,9.80E+01
1194.13,9.80E+01
1194.19,9.80E+01
1194.25,9.79E+01
1194.31,9.78E+01
1194.37,9.74E+01
1194.43,9.68E+01
1194.5,9.58E+01
1194.56,9.45E+01
1194.62,9.29E+01
1194.68,9.10E+01
1194.74,8.90E+01
1194.8,8.70E+01
1194.86,8.51E+01
1194.92,8.37E+01
1194.98,8.29E+01
1195.04,8.27E+01
1195.1,8.32E+01
1195.16,8.43E+01
1195.22,8.59E+01
1195.28,8.78E+01
1195.34,8.97E+01
1195.4,9.14E+01
1195.46,9.30E+01
1195.52,9.42E+01
1195.58,9.52E+01
1195.64,9.60E+01
1195.7,9.66E+01
1195.76,9.71E+01
1195.82,9.76E+01
1195.88,9.80E+01
1195.94,9.84E+01
1196,9.87E+01
1196.06,9.90E+01
1196.12,9.92E+01
1196.18,9.93E+01
1196.24,9.94E+01
1196.3,9.94E+01
1196.36,9.94E+01
1196.42,9.94E+01
1196.48,9.93E+01
1196.54,9.92E+01
1196.6,9.91E+01
1196.66,9.91E+01
1196.72,9.91E+01
1196.79,9.91E+01
1196.85,9.92E+01
1196.91,9.93E+01
1196.97,9.94E+01
1197.03,9.94E+01
1197.09,9.95E+01
1197.15,9.95E+01
1197.21,9.95E+01
1197.27,9.95E+01
1197.33,9.94E+01
1197.39,9.92E+01
1197.45,9.91E+01
1197.51,9.90E+01
1197.57,9.89E+01
1197.63,9.88E+01
1197.69,9.88E+01
1197.75,9.89E+01
1197.81,9.89E+01
1197.87,9.90E+01
1197.93,9.90E+01
1197.99,9.91E+01
1198.05,9.91E+01
1198.11,9.90E+01
1198.17,9.90E+01
1198.23,9.90E+01
1198.29,9.89E+01
1198.35,9.89E+01
1198.41,9.88E+01
1198.47,9.87E+01
1198.53,9.87E+01
1198.59,9.86E+01
1198.65,9.86E+01
1198.71,9.87E+01
1198.77,9.88E+01
1198.83,9.90E+01
1198.89,9.91E+01
1198.95,9.93E+01
1199.02,9.95E+01
1199.08,9.96E+01
1199.14,9.97E+01
1199.2,9.98E+01
1199.26,9.99E+01
1199.32,9.99E+01
1199.38,9.99E+01
1199.44,9.99E+01
1199.5,9.99E+01
1199.56,9.99E+01
1199.62,9.99E+01
1199.68,9.98E+01
1199.74,9.98E+01
1199.8,9.98E+01
1199.86,9.98E+01
1199.92,9.98E+01
1199.98,9.98E+01
1200.04,9.98E+01
1200.1,9.98E+01
1200.16,9.98E+01
1200.22,9.98E+01
1200.28,9.98E+01
1200.34,9.97E+01
1200.4,9.97E+01
1200.46,9.96E+01
1200.52,9.96E+01
1200.58,9.95E+01
1200.64,9.95E+01
1200.7,9.96E+01
1200.76,9.96E+01
1200.82,9.96E+01
1200.88,9.97E+01
1200.94,9.97E+01
1201,9.98E+01
1201.06,9.98E+01
1201.12,9.99E+01
1201.18,9.99E+01
1201.25,1.00E+02
1201.31,1.00E+02
1201.37,1.00E+02
1201.43,1.00E+02
1201.49,1.00E+02
1201.55,9.99E+01
1201.61,9.99E+01
1201.67,9.99E+01
1201.73,9.99E+01
1201.79,9.98E+01
1201.85,9.98E+01
1201.91,9.98E+01
1201.97,9.98E+01
1202.03,9.99E+01
1202.09,9.99E+01
1202.15,9.99E+01
1202.21,1.00E+02
1202.27,1.00E+02
1202.33,1.00E+02
1202.39,1.00E+02
1202.45,1.00E+02
1202.51,1.00E+02
1202.57,1.00E+02
1202.63,1.00E+02
1202.69,9.99E+01
1202.75,9.99E+01
1202.81,9.99E+01
1202.87,9.99E+01
1202.93,9.99E+01
1202.99,9.99E+01
1203.05,9.99E+01
1203.11,9.99E+01
1203.17,1.00E+02
1203.23,1.00E+02
1203.29,1.00E+02
1203.35,1.00E+02
1203.41,1.00E+02
1203.47,1.00E+02
1203.54,1.00E+02
1203.6,1.00E+02
1203.66,1.00E+02
1203.72,9.99E+01
1203.78,9.99E+01
1203.84,9.99E+01
1203.9,9.98E+01
1203.96,9.98E+01
1204.02,9.98E+01
1204.08,9.98E+01
1204.14,9.98E+01
1204.2,9.98E+01
1204.26,9.98E+01
1204.32,9.98E+01
1204.38,9.97E+01
1204.44,9.97E+01
1204.5,9.97E+01
1204.56,9.97E+01
1204.62,9.97E+01
1204.68,9.97E+01
1204.74,9.97E+01
1204.8,9.97E+01
1204.86,9.98E+01
1204.92,9.98E+01
1204.98,9.98E+01
1205.04,9.98E+01
1205.1,9.99E+01
1205.16,9.99E+01
1205.22,1.00E+02
1205.28,1.00E+02
1205.34,1.00E+02
1205.4,1.00E+02
1205.46,1.00E+02
1205.52,1.00E+02
1205.58,9.99E+01
1205.64,9.99E+01
1205.7,9.98E+01
1205.77,9.98E+01
1205.83,9.97E+01
1205.89,9.97E+01
1205.95,9.97E+01
1206.01,9.97E+01
1206.07,9.98E+01
1206.13,9.98E+01
1206.19,9.99E+01
1206.25,9.99E+01
1206.31,1.00E+02
1206.37,1.00E+02
1206.43,1.00E+02
1206.49,1.00E+02
1206.55,1.00E+02
1206.61,1.00E+02
1206.67,1.00E+02
1206.73,9.99E+01
1206.79,9.99E+01
1206.85,9.99E+01
1206.91,9.99E+01
1206.97,9.98E+01
1207.03,9.98E+01
1207.09,9.98E+01
1207.15,9.98E+01
1207.21,9.98E+01
1207.27,9.98E+01
1207.33,9.98E+01
1207.39,9.97E+01
1207.45,9.97E+01
1207.51,9.96E+01
1207.57,9.95E+01
1207.63,9.94E+01
1207.69,9.94E+01
1207.75,9.94E+01
1207.81,9.94E+01
1207.87,9.94E+01
1207.93,9.95E+01
1207.99,9.96E+01
1208.06,9.96E+01
1208.12,9.97E+01
1208.18,9.98E+01
1208.24,9.98E+01
1208.3,9.99E+01
1208.36,9.99E+01
1208.42,1.00E+02
1208.48,1.00E+02
1208.54,1.00E+02
1208.6,1.00E+02
1208.66,1.00E+02
1208.72,9.99E+01
1208.78,9.99E+01
1208.84,9.99E+01
1208.9,9.98E+01
1208.96,9.98E+01
1209.02,9.98E+01
1209.08,9.98E+01
1209.14,9.98E+01
1209.2,9.99E+01
1209.26,9.99E+01
1209.32,9.99E+01
1209.38,1.00E+02
1209.44,1.00E+02
1209.5,1.00E+02
1209.56,1.00E+02
1209.62,9.99E+01
1209.68,9.99E+01
1209.74,9.99E+01
1209.8,9.98E+01
1209.86,9.98E+01
1209.92,9.98E+01
1209.98,9.97E+01
1210.04,9.97E+01
1210.1,9.97E+01
1210.16,9.97E+01
1210.22,9.97E+01
1210.29,9.97E+01
1210.35,9.97E+01
1210.41,9.98E+01
1210.47,9.98E+01
1210.53,9.98E+01
1210.59,9.98E+01
1210.65,9.98E+01
1210.71,9.98E+01
1210.77,9.98E+01
1210.83,9.98E+01
1210.89,9.97E+01
1210.95,9.97E+01
1211.01,9.97E+01
1211.07,9.97E+01
1211.13,9.97E+01
1211.19,9.97E+01
1211.25,9.97E+01
1211.31,9.97E+01
1211.37,9.97E+01
1211.43,9.97E+01
1211.49,9.97E+01
1211.55,9.97E+01
1211.61,9.97E+01
1211.67,9.96E+01
1211.73,9.95E+01
1211.79,9.94E+01
1211.85,9.93E+01
1211.91,9.91E+01
1211.97,9.89E+01
1212.03,9.86E+01
1212.09,9.83E+01
1212.15,9.79E+01
1212.21,9.74E+01
1212.27,9.68E+01
1212.33,9.61E+01
1212.39,9.53E+01
1212.45,9.46E+01
1212.51,9.40E+01
1212.58,9.35E+01
1212.64,9.31E+01
1212.7,9.30E+01
1212.76,9.31E+01
1212.82,9.35E+01
1212.88,9.39E+01
1212.94,9.46E+01
1213,9.52E+01
1213.06,9.59E+01
1213.12,9.65E+01
1213.18,9.70E+01
1213.24,9.74E+01
1213.3,9.77E+01
1213.36,9.79E+01
1213.42,9.81E+01
1213.48,9.83E+01
1213.54,9.85E+01
1213.6,9.86E+01
1213.66,9.88E+01
1213.72,9.90E+01
1213.78,9.91E+01
1213.84,9.92E+01
1213.9,9.92E+01
1213.96,9.93E+01
1214.02,9.93E+01
1214.08,9.93E+01
1214.14,9.93E+01
1214.2,9.94E+01
1214.26,9.95E+01
1214.32,9.96E+01
1214.38,9.97E+01
1214.44,9.98E+01
1214.5,9.99E+01
1214.56,9.99E+01
1214.62,9.99E+01
1214.68,9.99E+01
1214.74,9.99E+01
1214.81,9.99E+01
1214.87,9.98E+01
1214.93,9.98E+01
1214.99,9.98E+01
1215.05,9.98E+01
1215.11,9.97E+01
1215.17,9.97E+01
1215.23,9.97E+01
1215.29,9.97E+01
1215.35,9.98E+01
1215.41,9.98E+01
1215.47,9.98E+01
1215.53,9.98E+01
1215.59,9.98E+01
1215.65,9.99E+01
1215.71,9.99E+01
1215.77,9.99E+01
1215.83,9.98E+01
1215.89,9.98E+01
1215.95,9.98E+01
1216.01,9.98E+01
1216.07,9.98E+01
1216.13,9.98E+01
1216.19,9.98E+01
1216.25,9.98E+01
1216.31,9.98E+01
1216.37,9.98E+01
1216.43,9.98E+01
1216.49,9.98E+01
1216.55,9.98E+01
1216.61,9.98E+01
1216.67,9.98E+01
