"","DateTime","Flux_1","Temp_C_1","CO2_Soil_1","CO2_Soil_STD_1","CO2_ATM_1","CO2_ATM_STD_1","Mode_1","Flux_2","Temp_C_2","CO2_Soil_2","CO2_Soil_STD_2","CO2_ATM_2","CO2_ATM_STD_2","Mode_2"
"3206",2019-07-27 21:05:00,1.36,12.6,361.8,5.988,284.45,4.416,1.74822,NA,NA,NA,NA,NA,NA,NA
"3207",2019-07-27 21:15:00,NA,NA,NA,NA,NA,NA,NA,"0.87","13.3","113.5","5.05","69.54","4.172","0"
"3208",2019-07-27 21:20:00,1.3,12.6,361.77,4.522,288.15,2.752,1.74818,NA,NA,NA,NA,NA,NA,NA
"3209",2019-07-27 21:30:00,NA,NA,NA,NA,NA,NA,NA,"0.87","13.2","112.64","5.119","68.59","2.863","0"
"3210",2019-07-27 21:35:00,1.29,12.4,357.79,6.484,284.48,2.73,1.74768,NA,NA,NA,NA,NA,NA,NA
"3211",2019-07-27 21:45:00,NA,NA,NA,NA,NA,NA,NA,"0.92","13","114.67","3.172","68.03","4.689","0"
"3212",2019-07-27 21:50:00,1.35,12.3,361.79,4.192,285.33,3.862,1.74776,NA,NA,NA,NA,NA,NA,NA
"3213",2019-07-27 22:00:00,NA,NA,NA,NA,NA,NA,NA,"0.94","12.9","115.15","3.218","67.57","1.741","0"
"3214",2019-07-27 22:05:00,1.36,12.2,363.31,4.209,285.91,5.565,1.74785,NA,NA,NA,NA,NA,NA,NA
"3215",2019-07-27 22:15:00,NA,NA,NA,NA,NA,NA,NA,"0.99","12.8","115.96","6.585","65.97","2.93","0"
"3216",2019-07-27 22:20:00,1.41,12,362.88,4.03,282.95,4.147,1.7478,NA,NA,NA,NA,NA,NA,NA
"3217",2019-07-27 22:30:00,NA,NA,NA,NA,NA,NA,NA,"0.95","12.7","117.76","3.757","69.48","4.557","0"
"3218",2019-07-27 22:35:00,1.46,11.9,365.93,3.982,283.23,3.566,1.74743,NA,NA,NA,NA,NA,NA,NA
"3219",2019-07-27 22:45:00,NA,NA,NA,NA,NA,NA,NA,"1.05","12.6","122.69","3.959","69.72","2.421","0"
"3220",2019-07-27 22:50:00,1.44,11.9,367.32,4.766,285.7,2.747,1.7476,NA,NA,NA,NA,NA,NA,NA
"3221",2019-07-27 23:00:00,NA,NA,NA,NA,NA,NA,NA,"1.06","12.6","124.42","5.015","70.71","4.716","0"
"3222",2019-07-27 23:05:00,1.42,11.9,368.18,4.665,287.4,5.194,1.74751,NA,NA,NA,NA,NA,NA,NA
"3223",2019-07-27 23:15:00,NA,NA,NA,NA,NA,NA,NA,"1.13","12.6","126","6.988","68.96","3.156","0"
"3224",2019-07-27 23:20:00,1.44,11.9,368.18,4.046,286.64,3.763,1.7478,NA,NA,NA,NA,NA,NA,NA
"3225",2019-07-27 23:30:00,NA,NA,NA,NA,NA,NA,NA,"1.07","12.6","125.34","4.493","71.16","3.577","0"
"3226",2019-07-27 23:35:00,1.52,11.9,375.52,5.827,289,5.087,1.74785,NA,NA,NA,NA,NA,NA,NA
"3227",2019-07-27 23:45:00,NA,NA,NA,NA,NA,NA,NA,"1.16","12.6","129.1","4.122","70.2","3.741","0"
"3228",2019-07-27 23:50:00,1.55,12,378.01,4.884,289.78,4.304,1.74801,NA,NA,NA,NA,NA,NA,NA
"3229",2019-07-28 00:00:00,NA,NA,NA,NA,NA,NA,NA,"1.3","12.6","133.62","5.658","67.95","4.692","0"
"3230",2019-07-28 00:05:00,1.57,12,380.16,5.203,291.03,5.29,1.74789,NA,NA,NA,NA,NA,NA,NA
"3231",2019-07-28 00:15:00,NA,NA,NA,NA,NA,NA,NA,"1.22","12.7","131.38","5.224","69.47","2.026","0"
"3232",2019-07-28 00:20:00,1.58,12,379.09,7.905,289.3,4.985,1.74814,NA,NA,NA,NA,NA,NA,NA
"3233",2019-07-28 00:30:00,NA,NA,NA,NA,NA,NA,NA,"1.2","12.7","132.71","4.234","71.97","2.757","0"
"3234",2019-07-28 00:35:00,1.67,12,383.18,5.434,288.56,2.327,1.7478,NA,NA,NA,NA,NA,NA,NA
"3235",2019-07-28 00:45:00,NA,NA,NA,NA,NA,NA,NA,"1.16","12.7","132.06","2.604","73.46","5.053","0"
"3236",2019-07-28 00:50:00,1.67,12.1,385.26,3.735,290.66,4.497,1.74797,NA,NA,NA,NA,NA,NA,NA
"3237",2019-07-28 01:00:00,NA,NA,NA,NA,NA,NA,NA,"1.32","12.7","137.61","6.445","70.56","7.003","0"
"3238",2019-07-28 01:05:00,1.71,12.1,388.64,4.84,291.43,7.847,1.7481,NA,NA,NA,NA,NA,NA,NA
"3239",2019-07-28 01:15:00,NA,NA,NA,NA,NA,NA,NA,"1.24","12.7","135.08","4.748","72.15","5.426","0"
"3240",2019-07-28 01:20:00,1.72,12.1,388.24,5.513,290.55,5.627,1.74801,NA,NA,NA,NA,NA,NA,NA
"3241",2019-07-28 01:30:00,NA,NA,NA,NA,NA,NA,NA,"1.23","12.8","136.06","3.604","73.55","5.578","0"
"3242",2019-07-28 01:35:00,1.7,12.1,386.63,6.371,290.14,5.126,1.74785,NA,NA,NA,NA,NA,NA,NA
"3243",2019-07-28 01:45:00,NA,NA,NA,NA,NA,NA,NA,"1.26","12.8","137.65","4.027","73.96","5.62","0"
"3244",2019-07-28 01:50:00,1.72,12.1,389.3,6.085,291.41,4.477,1.7483,NA,NA,NA,NA,NA,NA,NA
"3245",2019-07-28 02:00:00,NA,NA,NA,NA,NA,NA,NA,"1.32","12.8","138.28","4.112","71.63","3.569","0"
"3246",2019-07-28 02:05:00,1.7,12.1,387.4,5.523,290.71,3.619,1.74789,NA,NA,NA,NA,NA,NA,NA
"3247",2019-07-28 02:15:00,NA,NA,NA,NA,NA,NA,NA,"1.27","12.8","137.96","2.216","73.58","4.269","0"
"3248",2019-07-28 02:20:00,1.72,12.1,388.83,7.226,291.11,5.605,1.74797,NA,NA,NA,NA,NA,NA,NA
"3249",2019-07-28 02:30:00,NA,NA,NA,NA,NA,NA,NA,"1.31","12.8","139.33","4.932","73.04","4.886","0"
"3250",2019-07-28 02:35:00,1.74,12.1,390.84,7.915,291.92,5.24,1.74839,NA,NA,NA,NA,NA,NA,NA
"3251",2019-07-28 02:45:00,NA,NA,NA,NA,NA,NA,NA,"1.27","12.7","134.52","3.628","70.09","5.959","0"
"3252",2019-07-28 02:50:00,1.75,12,390.61,4.681,291.52,4.836,1.74826,NA,NA,NA,NA,NA,NA,NA
"3253",2019-07-28 03:00:00,NA,NA,NA,NA,NA,NA,NA,"1.3","12.6","136.95","4.077","71.03","2.404","0"
"3254",2019-07-28 03:05:00,1.77,11.9,388.59,6.444,288.24,3.592,1.74822,NA,NA,NA,NA,NA,NA,NA
"3255",2019-07-28 03:15:00,NA,NA,NA,NA,NA,NA,NA,"1.29","12.5","137.82","3.826","72.45","5.753","0"
"3256",2019-07-28 03:20:00,1.71,11.8,388.31,5.573,291.28,4.756,1.74768,NA,NA,NA,NA,NA,NA,NA
"3257",2019-07-28 03:30:00,NA,NA,NA,NA,NA,NA,NA,"1.26","12.4","135.66","5.839","71.74","5.113","0"
"3258",2019-07-28 03:35:00,1.74,11.7,390.05,4.752,291.17,6.173,1.74768,NA,NA,NA,NA,NA,NA,NA
"3259",2019-07-28 03:45:00,NA,NA,NA,NA,NA,NA,NA,"1.3","12.4","137.94","4.013","71.88","2.632","0"
"3260",2019-07-28 03:50:00,1.7,11.7,390.19,4.341,293.56,5.166,1.7473,NA,NA,NA,NA,NA,NA,NA
"3261",2019-07-28 04:00:00,NA,NA,NA,NA,NA,NA,NA,"1.34","12.3","140.33","6.475","72.55","5.956","0"
"3262",2019-07-28 04:05:00,1.78,11.7,394.46,5.641,293.21,5.109,1.74739,NA,NA,NA,NA,NA,NA,NA
"3263",2019-07-28 04:15:00,NA,NA,NA,NA,NA,NA,NA,"1.33","12.4","138.71","4.674","71.47","3.686","0"
"3264",2019-07-28 04:20:00,1.86,11.7,396.36,6.666,290.53,6.052,1.74772,NA,NA,NA,NA,NA,NA,NA
"3265",2019-07-28 04:30:00,NA,NA,NA,NA,NA,NA,NA,"1.36","12.4","143.93","5.151","74.96","6.96","0"
"3266",2019-07-28 04:35:00,1.83,11.7,395.99,5.228,292.01,5.988,1.74747,NA,NA,NA,NA,NA,NA,NA
"3267",2019-07-28 04:45:00,NA,NA,NA,NA,NA,NA,NA,"1.34","12.4","142.23","5.549","74.45","5.043","0"
"3268",2019-07-28 04:50:00,1.8,11.7,396.9,4.766,294.49,7.623,1.74764,NA,NA,NA,NA,NA,NA,NA
"3269",2019-07-28 05:00:00,NA,NA,NA,NA,NA,NA,NA,"1.38","12.4","141.72","5.776","72","4.558","0"
"3270",2019-07-28 05:05:00,1.86,11.7,400.79,7.183,295.35,5.442,1.74785,NA,NA,NA,NA,NA,NA,NA
"3271",2019-07-28 05:15:00,NA,NA,NA,NA,NA,NA,NA,"1.33","12.4","140.89","4.762","73.31","3.908","0"
"3272",2019-07-28 05:20:00,1.89,11.8,399.03,6.417,291.44,6.224,1.74768,NA,NA,NA,NA,NA,NA,NA
"3273",2019-07-28 05:30:00,NA,NA,NA,NA,NA,NA,NA,"1.36","12.4","143.45","4.801","74.46","4.28","0"
"3274",2019-07-28 05:35:00,1.89,11.8,401.2,6.143,294.06,5.565,1.74785,NA,NA,NA,NA,NA,NA,NA
"3275",2019-07-28 05:45:00,NA,NA,NA,NA,NA,NA,NA,"1.4","12.5","147.71","4.394","76.61","6.838","0"
"3276",2019-07-28 05:50:00,1.9,11.9,402.39,7.066,294.31,6.473,1.74797,NA,NA,NA,NA,NA,NA,NA
"3277",2019-07-28 06:00:00,NA,NA,NA,NA,NA,NA,NA,"1.39","12.5","144.91","5.318","74.42","4.039","0"
"3278",2019-07-28 06:05:00,1.86,11.9,399.22,3.647,293.68,5.373,1.74801,NA,NA,NA,NA,NA,NA,NA
"3279",2019-07-28 06:15:00,NA,NA,NA,NA,NA,NA,NA,"1.39","12.5","146.44","4.815","76.25","2.619","0"
"3280",2019-07-28 06:20:00,1.83,11.9,399.01,4.319,295.05,6.565,1.74843,NA,NA,NA,NA,NA,NA,NA
"3281",2019-07-28 06:30:00,NA,NA,NA,NA,NA,NA,NA,"1.45","12.5","148.36","3.841","75.17","4.078","0"
"3282",2019-07-28 06:35:00,1.87,11.9,401.24,6.051,294.9,5.964,1.74801,NA,NA,NA,NA,NA,NA,NA
"3283",2019-07-28 06:45:00,NA,NA,NA,NA,NA,NA,NA,"1.39","12.6","146.19","4.13","75.97","3.819","0"
"3284",2019-07-28 06:50:00,1.79,12,396.46,6.374,294.97,4.117,1.7481,NA,NA,NA,NA,NA,NA,NA
"3285",2019-07-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,"1.49","12.7","148.16","4.021","72.8","4.555","0"
"3286",2019-07-28 07:05:00,1.85,12.1,398.99,6.434,293.79,6.135,1.74835,NA,NA,NA,NA,NA,NA,NA
"3287",2019-07-28 07:15:00,NA,NA,NA,NA,NA,NA,NA,"1.31","12.7","141.93","6.522","75.78","3.431","0"
"3288",2019-07-28 07:20:00,1.88,12.2,396.94,7.05,290.38,7.386,1.74826,NA,NA,NA,NA,NA,NA,NA
"3289",2019-07-28 07:30:00,NA,NA,NA,NA,NA,NA,NA,"1.33","12.9","140.63","5.415","73.24","6.6","0"
"3290",2019-07-28 07:35:00,1.82,12.4,395.02,6.996,291.46,5.642,1.74876,NA,NA,NA,NA,NA,NA,NA
"3291",2019-07-28 07:45:00,NA,NA,NA,NA,NA,NA,NA,"1.35","13","141.03","5.454","72.82","3.371","0"
"3292",2019-07-28 07:50:00,1.74,12.5,391.32,5.95,292.37,4.301,1.7488,NA,NA,NA,NA,NA,NA,NA
"3293",2019-07-28 08:00:00,NA,NA,NA,NA,NA,NA,NA,"1.34","13.1","143.74","5.849","75.78","2.604","0"
"3294",2019-07-28 08:05:00,1.8,12.6,395.42,5.623,292.99,6.615,1.74864,NA,NA,NA,NA,NA,NA,NA
"3295",2019-07-28 08:15:00,NA,NA,NA,NA,NA,NA,NA,"1.31","13.3","138.55","3.712","72.11","3.608","0"
"3296",2019-07-28 08:20:00,1.73,12.8,388.67,2.982,290.68,4.423,1.74872,NA,NA,NA,NA,NA,NA,NA
"3297",2019-07-28 08:30:00,NA,NA,NA,NA,NA,NA,NA,"1.28","13.5","136.82","3.852","72.13","3.007","0"
"3298",2019-07-28 08:35:00,1.64,13.1,383.54,5.269,290.32,5.924,1.74885,NA,NA,NA,NA,NA,NA,NA
"3299",2019-07-28 08:45:00,NA,NA,NA,NA,NA,NA,NA,"1.32","13.9","137.62","4.497","70.98","4.477","0"
"3300",2019-07-28 08:50:00,1.63,13.5,382.6,3.354,290.08,5.944,1.74901,NA,NA,NA,NA,NA,NA,NA
"3301",2019-07-28 09:00:00,NA,NA,NA,NA,NA,NA,NA,"1.36","14.2","136.65","6.637","67.68","4.786","0"
"3302",2019-07-28 09:05:00,1.72,13.9,383.31,4.977,285.65,4.331,1.74951,NA,NA,NA,NA,NA,NA,NA
"3303",2019-07-28 09:15:00,NA,NA,NA,NA,NA,NA,NA,"1.24","14.3","130.29","5.296","67.51","3.968","0"
"3304",2019-07-28 09:20:00,1.62,14,379.2,4.793,287.44,4.635,1.74964,NA,NA,NA,NA,NA,NA,NA
"3305",2019-07-28 09:30:00,NA,NA,NA,NA,NA,NA,NA,"1.17","14.6","127.18","4.501","68.06","6.355","0"
"3306",2019-07-28 09:35:00,1.62,14.4,377.83,4.973,285.84,2.832,1.75001,NA,NA,NA,NA,NA,NA,NA
"3307",2019-07-28 09:45:00,NA,NA,NA,NA,NA,NA,NA,"1.25","15.1","128.15","4.657","65.02","1.933","0"
"3308",2019-07-28 09:50:00,1.56,14.9,373.84,6.399,285.34,5.275,1.75014,NA,NA,NA,NA,NA,NA,NA
"3309",2019-07-28 10:00:00,NA,NA,NA,NA,NA,NA,NA,"1.23","15.5","125.98","3.347","63.94","4.798","0"
"3310",2019-07-28 10:05:00,1.54,15.4,370.58,5.557,283.28,4.921,1.75051,NA,NA,NA,NA,NA,NA,NA
"3311",2019-07-28 10:15:00,NA,NA,NA,NA,NA,NA,NA,"1.17","15.8","123.51","4.281","64.51","3.764","0"
"3312",2019-07-28 10:20:00,1.47,15.5,367.23,5.295,284.01,8.519,1.75047,NA,NA,NA,NA,NA,NA,NA
"3313",2019-07-28 10:30:00,NA,NA,NA,NA,NA,NA,NA,"1.08","15.9","119.63","4.537","65.17","3.159","0"
"3314",2019-07-28 10:35:00,1.39,15.7,360.13,5.743,281.33,6.762,1.75097,NA,NA,NA,NA,NA,NA,NA
"3315",2019-07-28 10:45:00,NA,NA,NA,NA,NA,NA,NA,"1.16","16.5","119.22","3.498","60.61","2.264","0"
"3316",2019-07-28 10:50:00,1.44,16.3,359.12,4.828,277.12,3.329,1.75126,NA,NA,NA,NA,NA,NA,NA
"3317",2019-07-28 11:00:00,NA,NA,NA,NA,NA,NA,NA,"1.18","17.2","112","4.679","52.36","2.34","0"
"3318",2019-07-28 11:05:00,1.4,17.2,352.43,3.545,272.66,3.186,1.75143,NA,NA,NA,NA,NA,NA,NA
"3319",2019-07-28 11:15:00,NA,NA,NA,NA,NA,NA,NA,"0.99","18","104.4","2.273","54.11","5.135","0"
"3320",2019-07-28 11:20:00,1.27,18.1,347.97,4.773,275.84,4.73,1.75235,NA,NA,NA,NA,NA,NA,NA
"3321",2019-07-28 11:30:00,NA,NA,NA,NA,NA,NA,NA,"1.05","18.7","104.76","4.4","51.38","4.04","0"
"3322",2019-07-28 11:35:00,1.29,18.8,344.88,5.015,271.89,7.277,1.7528,NA,NA,NA,NA,NA,NA,NA
"3323",2019-07-28 11:45:00,NA,NA,NA,NA,NA,NA,NA,"1.07","19.7","101.06","4.306","46.96","3.004","0"
"3324",2019-07-28 11:50:00,1.24,19.9,341.06,4.607,270.49,5.893,1.75347,NA,NA,NA,NA,NA,NA,NA
"3325",2019-07-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,"0.97","20.5","97.36","4.92","48.31","3.864","0"
"3326",2019-07-28 12:05:00,1.13,20.3,334.97,1.822,270.95,4.897,1.75368,NA,NA,NA,NA,NA,NA,NA
"3327",2019-07-28 12:15:00,NA,NA,NA,NA,NA,NA,NA,"0.85","20.5","92.61","2.404","49.47","2.547","0"
"3328",2019-07-28 12:20:00,1.06,20,331.88,3.238,271.42,2.73,1.75401,NA,NA,NA,NA,NA,NA,NA
"3329",2019-07-28 12:30:00,NA,NA,NA,NA,NA,NA,NA,"1.02","20.5","95.6","5.51","44.16","1.82","0"
"3330",2019-07-28 12:35:00,1.11,20.4,328.97,6.354,265.77,5.076,1.75414,NA,NA,NA,NA,NA,NA,NA
"3331",2019-07-28 12:45:00,NA,NA,NA,NA,NA,NA,NA,"0.88","20.6","91.32","0.98","46.66","2.537","0"
"3332",2019-07-28 12:50:00,1.1,20.7,327.93,5.21,265.56,3.179,1.75443,NA,NA,NA,NA,NA,NA,NA
"3333",2019-07-28 13:00:00,NA,NA,NA,NA,NA,NA,NA,"0.82","21.1","88.03","2.532","46.75","2.579","0"
"3334",2019-07-28 13:05:00,0.96,20.9,324.41,3.548,269.83,2.698,1.75447,NA,NA,NA,NA,NA,NA,NA
"3335",2019-07-28 13:15:00,NA,NA,NA,NA,NA,NA,NA,"0.84","21.1","85.36","3.741","42.59","3.325","0"
"3336",2019-07-28 13:20:00,0.89,21,318.78,4.197,268.03,2.774,1.75476,NA,NA,NA,NA,NA,NA,NA
"3337",2019-07-28 13:30:00,NA,NA,NA,NA,NA,NA,NA,"0.86","21.2","90.39","2.986","47.06","4.635","0"
"3338",2019-07-28 13:35:00,0.93,21.2,321.28,3.169,268.61,2.338,1.75493,NA,NA,NA,NA,NA,NA,NA
"3339",2019-07-28 13:45:00,NA,NA,NA,NA,NA,NA,NA,"0.81","21.2","90.69","2.968","49.51","4.172","0"
"3340",2019-07-28 13:50:00,0.97,21.2,326.22,3.57,271.35,4.481,1.75514,NA,NA,NA,NA,NA,NA,NA
"3341",2019-07-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,"0.78","21.1","87.8","3.691","48.07","2.859","0"
"3342",2019-07-28 14:05:00,0.95,21.3,321.56,3.045,267.57,3.401,1.7551,NA,NA,NA,NA,NA,NA,NA
"3343",2019-07-28 14:15:00,NA,NA,NA,NA,NA,NA,NA,"0.79","21.1","90.66","2.061","50.71","2.084","0"
"3344",2019-07-28 14:20:00,0.95,21.3,326.21,4.171,272.25,4.207,1.75501,NA,NA,NA,NA,NA,NA,NA
"3345",2019-07-28 14:30:00,NA,NA,NA,NA,NA,NA,NA,"0.72","20.9","87.29","1.463","50.78","2.614","0"
"3346",2019-07-28 14:35:00,0.76,22,301.02,4.522,257.86,2.721,1.75564,NA,NA,NA,NA,NA,NA,NA
"3347",2019-07-28 14:45:00,NA,NA,NA,NA,NA,NA,NA,"0.77","21.1","91.43","2.706","52.32","2.209","0"
"3348",2019-07-28 14:50:00,0.89,22.8,314.03,8.325,263.25,4.37,1.75618,NA,NA,NA,NA,NA,NA,NA
"3349",2019-07-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,"0.75","21.3","91.3","4.998","53.14","1.967","0"
"3350",2019-07-28 15:05:00,0.92,24,318.07,4.132,265.67,2.044,1.7571,NA,NA,NA,NA,NA,NA,NA
"3351",2019-07-28 15:15:00,NA,NA,NA,NA,NA,NA,NA,"0.7","21.4","92","3.513","56.3","4.623","0"
"3352",2019-07-28 15:20:00,0.85,23.3,320.61,4.114,272.19,2.324,1.75601,NA,NA,NA,NA,NA,NA,NA
"3353",2019-07-28 15:30:00,NA,NA,NA,NA,NA,NA,NA,"0.74","21.3","88.24","4.306","50.77","4.511","0"
"3354",2019-07-28 15:35:00,0.84,22.5,317.62,3.885,269.65,3.356,1.75543,NA,NA,NA,NA,NA,NA,NA
"3355",2019-07-28 15:45:00,NA,NA,NA,NA,NA,NA,NA,"0.59","20.7","82.88","1.324","53.25","3.244","0"
"3356",2019-07-28 15:50:00,0.85,21.1,314.36,2.646,265.92,3.851,1.75422,NA,NA,NA,NA,NA,NA,NA
"3357",2019-07-28 16:00:00,NA,NA,NA,NA,NA,NA,NA,"0.63","20","79.84","3.547","47.82","4.611","0"
"3358",2019-07-28 16:05:00,0.9,20.1,316.58,2.128,265.63,1.509,1.7533,NA,NA,NA,NA,NA,NA,NA
"3359",2019-07-28 16:15:00,NA,NA,NA,NA,NA,NA,NA,"0.7","19.5","85.38","1.99","49.82","1.851","0"
"3360",2019-07-28 16:20:00,0.86,19.2,321,4.083,271.99,2.502,1.75247,NA,NA,NA,NA,NA,NA,NA
"3361",2019-07-28 16:30:00,NA,NA,NA,NA,NA,NA,NA,"0.68","18.9","84.87","4.117","50.42","0.337","0"
"3362",2019-07-28 16:35:00,0.9,18.5,321.05,3.956,269.88,1.617,1.75205,NA,NA,NA,NA,NA,NA,NA
"3363",2019-07-28 16:45:00,NA,NA,NA,NA,NA,NA,NA,"0.62","18.2","84.91","3.088","53.63","2.776","0"
"3364",2019-07-28 16:50:00,0.91,17.6,322.62,2.318,271.12,1.854,1.75118,NA,NA,NA,NA,NA,NA,NA
"3365",2019-07-28 17:00:00,NA,NA,NA,NA,NA,NA,NA,"0.63","17.6","87.23","0.887","55.09","1.802","0"
"3366",2019-07-28 17:05:00,0.9,16.8,323.92,2.985,273.02,2.42,1.75064,NA,NA,NA,NA,NA,NA,NA
"3367",2019-07-28 17:15:00,NA,NA,NA,NA,NA,NA,NA,"0.67","16.9","87.94","4.492","53.86","3.019","0"
"3368",2019-07-28 17:20:00,0.94,16,324.86,4.953,271.41,3.048,1.7501,NA,NA,NA,NA,NA,NA,NA
"3369",2019-07-28 17:30:00,NA,NA,NA,NA,NA,NA,NA,"0.68","16.3","87.46","3.06","52.85","1.852","0"
"3370",2019-07-28 17:35:00,0.9,15.2,325.14,3.26,274.13,3.278,1.7493,NA,NA,NA,NA,NA,NA,NA
"3371",2019-07-28 17:45:00,NA,NA,NA,NA,NA,NA,NA,"0.69","15.7","90.38","2.7","55.52","2.354","0"
"3372",2019-07-28 17:50:00,0.94,14.6,328.99,3.244,275.68,2.853,1.74897,NA,NA,NA,NA,NA,NA,NA
"3373",2019-07-28 18:00:00,NA,NA,NA,NA,NA,NA,NA,"0.71","15.2","91.39","3.74","55.51","5.221","0"
"3374",2019-07-28 18:05:00,1,14.1,335.18,2.841,278.17,0.981,1.7488,NA,NA,NA,NA,NA,NA,NA
"3375",2019-07-28 18:15:00,NA,NA,NA,NA,NA,NA,NA,"0.73","14.8","93.33","4.185","56.39","3.156","0"
"3376",2019-07-28 18:20:00,1.03,13.6,337.86,3.926,279.42,2.577,1.74839,NA,NA,NA,NA,NA,NA,NA
"3377",2019-07-28 18:30:00,NA,NA,NA,NA,NA,NA,NA,"0.68","14.3","94.53","5.83","60.31","2.854","0"
"3378",2019-07-28 18:35:00,1.02,13.1,336.84,4.243,278.7,2.406,1.74776,NA,NA,NA,NA,NA,NA,NA
"3379",2019-07-28 18:45:00,NA,NA,NA,NA,NA,NA,NA,"0.75","14.1","97.18","3.002","59.31","2.325","0"
"3380",2019-07-28 18:50:00,1.15,12.9,344.57,4.459,279.55,4.971,1.74755,NA,NA,NA,NA,NA,NA,NA
"3381",2019-07-28 19:00:00,NA,NA,NA,NA,NA,NA,NA,"0.74","13.9","100.79","4.275","63.4","3.084","0"
"3382",2019-07-28 19:05:00,1.09,12.7,344.61,4.26,282.9,3.146,1.74814,NA,NA,NA,NA,NA,NA,NA
"3383",2019-07-28 19:15:00,NA,NA,NA,NA,NA,NA,NA,"0.77","13.6","102.63","5.232","63.43","2.478","0"
"3384",2019-07-28 19:20:00,1.22,12.6,350.7,5.338,281.39,3.432,1.74764,NA,NA,NA,NA,NA,NA,NA
"3385",2019-07-28 19:30:00,NA,NA,NA,NA,NA,NA,NA,"0.88","13.5","107.9","4.202","63.29","4.108","0"
"3386",2019-07-28 19:35:00,1.18,12.4,350.71,3.988,283.9,4.227,1.74751,NA,NA,NA,NA,NA,NA,NA
"3387",2019-07-28 19:45:00,NA,NA,NA,NA,NA,NA,NA,"0.9","13.3","108.81","2.166","63.4","4.959","0"
"3388",2019-07-28 19:50:00,1.2,12.4,351.33,5.534,283.33,3.701,1.7476,NA,NA,NA,NA,NA,NA,NA
"3389",2019-07-28 20:00:00,NA,NA,NA,NA,NA,NA,NA,"0.82","13.1","105.55","3.989","63.86","3.045","0"
"3390",2019-07-28 20:05:00,1.2,12.2,352.6,3.374,284.74,3.907,1.74747,NA,NA,NA,NA,NA,NA,NA
"3391",2019-07-28 20:15:00,NA,NA,NA,NA,NA,NA,NA,"0.89","13","107.73","4.104","62.53","5.271","0"
"3392",2019-07-28 20:20:00,1.29,12.1,357.77,4.922,284.78,4.108,1.74755,NA,NA,NA,NA,NA,NA,NA
"3393",2019-07-28 20:30:00,NA,NA,NA,NA,NA,NA,NA,"0.85","12.8","108.24","2.649","65.12","3.031","0"
"3394",2019-07-28 20:35:00,1.31,12.1,358.89,5.552,284.79,4.141,1.7476,NA,NA,NA,NA,NA,NA,NA
"3395",2019-07-28 20:45:00,NA,NA,NA,NA,NA,NA,NA,"0.92","12.8","113.18","3.678","66.62","2.848","0"
"3396",2019-07-28 20:50:00,1.41,12,366.5,7.01,286.6,3.303,1.74785,NA,NA,NA,NA,NA,NA,NA
"3397",2019-07-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,"0.89","12.7","113.6","2.228","68.59","3.968","0"
"3398",2019-07-28 21:05:00,1.49,12,369.25,4.686,284.68,4.6,1.74747,NA,NA,NA,NA,NA,NA,NA
"3399",2019-07-28 21:15:00,NA,NA,NA,NA,NA,NA,NA,"1.05","12.8","119.28","5.343","65.95","3.295","0"
"3400",2019-07-28 21:20:00,1.44,12,369.21,6.324,287.28,4.956,1.74776,NA,NA,NA,NA,NA,NA,NA
"3401",2019-07-28 21:30:00,NA,NA,NA,NA,NA,NA,NA,"0.92","12.8","115.37","4.192","68.98","3.148","0"
"3402",2019-07-28 21:35:00,1.44,12,368.95,5.063,287.35,6.262,1.74785,NA,NA,NA,NA,NA,NA,NA
"3403",2019-07-28 21:45:00,NA,NA,NA,NA,NA,NA,NA,"0.94","12.7","115.09","3.456","67.26","2.486","0"
"3404",2019-07-28 21:50:00,1.45,11.9,370.26,4.79,287.71,3.795,1.7478,NA,NA,NA,NA,NA,NA,NA
"3405",2019-07-28 22:00:00,NA,NA,NA,NA,NA,NA,NA,"1.03","12.7","121.64","3.91","69.59","3.535","0"
"3406",2019-07-28 22:05:00,1.53,12,374.14,5.945,287.06,5.532,1.74776,NA,NA,NA,NA,NA,NA,NA
"3407",2019-07-28 22:15:00,NA,NA,NA,NA,NA,NA,NA,"1.01","12.8","120.34","2.996","69.18","4.032","0"
"3408",2019-07-28 22:20:00,1.54,12,377.2,4.601,289.92,5.369,1.74801,NA,NA,NA,NA,NA,NA,NA
"3409",2019-07-28 22:30:00,NA,NA,NA,NA,NA,NA,NA,"1.07","12.8","124.54","2.631","70.17","2.938","0"
"3410",2019-07-28 22:35:00,1.61,12,379.55,4.423,287.89,4.679,1.74801,NA,NA,NA,NA,NA,NA,NA
"3411",2019-07-28 22:45:00,NA,NA,NA,NA,NA,NA,NA,"0.96","12.8","119.02","4.759","70.34","1.75","0"
"3412",2019-07-28 22:50:00,1.62,12,381.68,5.305,289.65,4.759,1.74789,NA,NA,NA,NA,NA,NA,NA
"3413",2019-07-28 23:00:00,NA,NA,NA,NA,NA,NA,NA,"1.06","12.8","121.17","4.195","67.33","3.262","0"
"3414",2019-07-28 23:05:00,1.64,12,382.13,7.052,288.97,6.477,1.74785,NA,NA,NA,NA,NA,NA,NA
